"","Year","Route","Stop","Species","Freq","Pres","Yr.q"
"9035","2012","500222","5","crucifer",0,"0",6
"9036","2012","500222","6","crucifer",0,"0",6
"9037","2012","500222","7","crucifer",0,"0",6
"9038","2012","500222","8","crucifer",0,"0",6
"9039","2012","500222","9","crucifer",1,"1",6
"9040","2012","500222","10","crucifer",0,"0",6
"9041","2012","500223","1","crucifer",0,"0",6
"9042","2012","500223","2","crucifer",0,"0",6
"9043","2012","500223","3","crucifer",0,"0",6
"9044","2012","500223","4","crucifer",1,"1",6
"9045","2012","500223","5","crucifer",2,"1",6
"9046","2012","500223","6","crucifer",1,"1",6
"9047","2012","500223","7","crucifer",1,"1",6
"9048","2012","500223","8","crucifer",2,"1",6
"9049","2012","500223","9","crucifer",1,"1",6
"9050","2012","500223","10","crucifer",1,"1",6
"9051","2012","500224","1","crucifer",2,"1",6
"9052","2012","500224","2","crucifer",2,"1",6
"9053","2012","500224","3","crucifer",2,"1",6
"9054","2012","500224","4","crucifer",2,"1",6
"9055","2012","500224","5","crucifer",2,"1",6
"9056","2012","500224","6","crucifer",2,"1",6
"9057","2012","500224","7","crucifer",2,"1",6
"9058","2012","500224","8","crucifer",2,"1",6
"9059","2012","500224","9","crucifer",2,"1",6
"9060","2012","500224","10","crucifer",2,"1",6
"9061","2012","500228","1","crucifer",0,"0",6
"9062","2012","500228","2","crucifer",0,"0",6
"9063","2012","500228","3","crucifer",0,"0",6
"9064","2012","500228","4","crucifer",0,"0",6
"9065","2012","500228","5","crucifer",0,"0",6
"9066","2012","500228","6","crucifer",0,"0",6
"9067","2012","500228","7","crucifer",0,"0",6
"9068","2012","500228","8","crucifer",0,"0",6
"9069","2012","500228","9","crucifer",0,"0",6
"9070","2012","500228","10","crucifer",0,"0",6
"9071","2012","500229","1","crucifer",1,"1",6
"9072","2012","500229","2","crucifer",1,"1",6
"9073","2012","500229","3","crucifer",1,"1",6
"9074","2012","500229","4","crucifer",0,"0",6
"9075","2012","500229","5","crucifer",2,"1",6
"9076","2012","500229","6","crucifer",1,"1",6
"9077","2012","500229","7","crucifer",2,"1",6
"9078","2012","500229","8","crucifer",2,"1",6
"9079","2012","500229","9","crucifer",2,"1",6
"9080","2012","500229","10","crucifer",1,"1",6
"9081","2012","500230","1","crucifer",0,"0",6
"9082","2012","500230","2","crucifer",0,"0",6
"9083","2012","500230","3","crucifer",0,"0",6
"9084","2012","500230","4","crucifer",0,"0",6
"9085","2012","500230","5","crucifer",1,"1",6
"9086","2012","500230","6","crucifer",1,"1",6
"9087","2012","500230","7","crucifer",0,"0",6
"9088","2012","500230","8","crucifer",0,"0",6
"9089","2012","500230","9","crucifer",0,"0",6
"9090","2012","500230","10","crucifer",0,"0",6
"9091","2012","500233","1","crucifer",0,"0",6
"9092","2012","500233","2","crucifer",0,"0",6
"9093","2012","500233","3","crucifer",0,"0",6
"9094","2012","500233","4","crucifer",1,"1",6
"9095","2012","500233","5","crucifer",1,"1",6
"9096","2012","500233","6","crucifer",1,"1",6
"9097","2012","500233","7","crucifer",0,"0",6
"9098","2012","500233","8","crucifer",1,"1",6
"9099","2012","500233","9","crucifer",1,"1",6
"9100","2012","500233","10","crucifer",1,"1",6
"9101","2012","500234","1","crucifer",1,"1",6
"9102","2012","500234","2","crucifer",1,"1",6
"9103","2012","500234","3","crucifer",0,"0",6
"9104","2012","500234","4","crucifer",1,"1",6
"9105","2012","500234","5","crucifer",0,"0",6
"9106","2012","500234","6","crucifer",1,"1",6
"9107","2012","500234","7","crucifer",1,"1",6
"9108","2012","500234","8","crucifer",0,"0",6
"9109","2012","500234","9","crucifer",0,"0",6
"9110","2012","500234","10","crucifer",1,"1",6
"9111","2012","500235","1","crucifer",0,"0",6
"9112","2012","500235","2","crucifer",0,"0",6
"9113","2012","500235","3","crucifer",1,"1",6
"9114","2012","500235","4","crucifer",0,"0",6
"9115","2012","500235","5","crucifer",0,"0",6
"9116","2012","500235","6","crucifer",0,"0",6
"9117","2012","500235","7","crucifer",0,"0",6
"9118","2012","500235","8","crucifer",0,"0",6
"9119","2012","500235","9","crucifer",0,"0",6
"9120","2012","500235","10","crucifer",0,"0",6
"9121","2012","500240","1","crucifer",0,"0",6
"9122","2012","500240","2","crucifer",0,"0",6
"9123","2012","500240","3","crucifer",0,"0",6
"9124","2012","500240","4","crucifer",0,"0",6
"9125","2012","500240","5","crucifer",0,"0",6
"9126","2012","500240","6","crucifer",0,"0",6
"9127","2012","500240","7","crucifer",0,"0",6
"9128","2012","500240","8","crucifer",0,"0",6
"9129","2012","500240","9","crucifer",0,"0",6
"9130","2012","500240","10","crucifer",0,"0",6
"9131","2012","500271","1","crucifer",0,"0",6
"9132","2012","500271","2","crucifer",0,"0",6
"9133","2012","500271","3","crucifer",0,"0",6
"9134","2012","500271","4","crucifer",0,"0",6
"9135","2012","500271","5","crucifer",0,"0",6
"9136","2012","500271","6","crucifer",0,"0",6
"9137","2012","500271","7","crucifer",0,"0",6
"9138","2012","500271","8","crucifer",1,"1",6
"9139","2012","500271","9","crucifer",0,"0",6
"9140","2012","500271","10","crucifer",0,"0",6
"9141","2012","500273","1","crucifer",1,"1",6
"9142","2012","500273","2","crucifer",0,"0",6
"9143","2012","500273","3","crucifer",1,"1",6
"9144","2012","500273","4","crucifer",0,"0",6
"9145","2012","500273","5","crucifer",1,"1",6
"9146","2012","500273","6","crucifer",0,"0",6
"9147","2012","500273","7","crucifer",1,"1",6
"9148","2012","500273","8","crucifer",1,"1",6
"9149","2012","500273","9","crucifer",0,"0",6
"9150","2012","500273","10","crucifer",1,"1",6
"9151","2012","500280","1","crucifer",1,"1",6
"9152","2012","500280","2","crucifer",1,"1",6
"9153","2012","500280","3","crucifer",1,"1",6
"9154","2012","500280","4","crucifer",1,"1",6
"9155","2012","500280","5","crucifer",1,"1",6
"9156","2012","500280","6","crucifer",1,"1",6
"9157","2012","500280","7","crucifer",1,"1",6
"9158","2012","500280","8","crucifer",1,"1",6
"9159","2012","500280","9","crucifer",1,"1",6
"9160","2012","500280","10","crucifer",1,"1",6
"9161","2012","500295","1","crucifer",2,"1",6
"9162","2012","500295","2","crucifer",2,"1",6
"9163","2012","500295","3","crucifer",2,"1",6
"9164","2012","500295","4","crucifer",2,"1",6
"9165","2012","500295","5","crucifer",2,"1",6
"9166","2012","500295","6","crucifer",2,"1",6
"9167","2012","500295","7","crucifer",2,"1",6
"9168","2012","500295","8","crucifer",2,"1",6
"9169","2012","500295","9","crucifer",2,"1",6
"9170","2012","500295","10","crucifer",0,"0",6
"9171","2012","500297","1","crucifer",1,"1",6
"9172","2012","500297","2","crucifer",2,"1",6
"9173","2012","500297","3","crucifer",1,"1",6
"9174","2012","500297","4","crucifer",2,"1",6
"9175","2012","500297","5","crucifer",2,"1",6
"9176","2012","500297","6","crucifer",2,"1",6
"9177","2012","500297","7","crucifer",1,"1",6
"9178","2012","500297","8","crucifer",2,"1",6
"9179","2012","500297","9","crucifer",1,"1",6
"9180","2012","500297","10","crucifer",1,"1",6
"9181","2012","500316","1","crucifer",1,"1",6
"9182","2012","500316","2","crucifer",1,"1",6
"9183","2012","500316","3","crucifer",1,"1",6
"9184","2012","500316","4","crucifer",1,"1",6
"9185","2012","500316","5","crucifer",1,"1",6
"9186","2012","500316","6","crucifer",1,"1",6
"9187","2012","500316","7","crucifer",1,"1",6
"9188","2012","500316","8","crucifer",1,"1",6
"9189","2012","500316","9","crucifer",1,"1",6
"9190","2012","500316","10","crucifer",1,"1",6
"9191","2012","500317","1","crucifer",1,"1",6
"9192","2012","500317","2","crucifer",2,"1",6
"9193","2012","500317","3","crucifer",1,"1",6
"9194","2012","500317","4","crucifer",1,"1",6
"9195","2012","500317","5","crucifer",1,"1",6
"9196","2012","500317","6","crucifer",2,"1",6
"9197","2012","500317","7","crucifer",1,"1",6
"9198","2012","500317","8","crucifer",2,"1",6
"9199","2012","500317","9","crucifer",2,"1",6
"9200","2012","500317","10","crucifer",1,"1",6
"9201","2012","500319","1","crucifer",1,"1",6
"9202","2012","500319","2","crucifer",1,"1",6
"9203","2012","500319","3","crucifer",1,"1",6
"9204","2012","500319","4","crucifer",1,"1",6
"9205","2012","500319","5","crucifer",1,"1",6
"9206","2012","500319","6","crucifer",1,"1",6
"9207","2012","500319","7","crucifer",1,"1",6
"9208","2012","500319","8","crucifer",1,"1",6
"9209","2012","500319","9","crucifer",1,"1",6
"9210","2012","500319","10","crucifer",1,"1",6
"9211","2012","500322","1","crucifer",1,"1",6
"9212","2012","500322","2","crucifer",0,"0",6
"9213","2012","500322","3","crucifer",0,"0",6
"9214","2012","500322","4","crucifer",0,"0",6
"9215","2012","500322","5","crucifer",1,"1",6
"9216","2012","500322","6","crucifer",1,"1",6
"9217","2012","500322","7","crucifer",0,"0",6
"9218","2012","500322","8","crucifer",1,"1",6
"9219","2012","500322","9","crucifer",0,"0",6
"9220","2012","500322","10","crucifer",1,"1",6
"9221","2012","500323","1","crucifer",1,"1",6
"9222","2012","500323","2","crucifer",1,"1",6
"9223","2012","500323","3","crucifer",2,"1",6
"9224","2012","500323","4","crucifer",1,"1",6
"9225","2012","500323","5","crucifer",1,"1",6
"9226","2012","500323","6","crucifer",1,"1",6
"9227","2012","500323","7","crucifer",1,"1",6
"9228","2012","500323","8","crucifer",1,"1",6
"9229","2012","500323","9","crucifer",1,"1",6
"9230","2012","500323","10","crucifer",2,"1",6
"9231","2012","500324","1","crucifer",1,"1",6
"9232","2012","500324","2","crucifer",1,"1",6
"9233","2012","500324","3","crucifer",1,"1",6
"9234","2012","500324","4","crucifer",1,"1",6
"9235","2012","500324","5","crucifer",2,"1",6
"9236","2012","500324","6","crucifer",1,"1",6
"9237","2012","500324","7","crucifer",1,"1",6
"9238","2012","500324","8","crucifer",1,"1",6
"9239","2012","500324","9","crucifer",1,"1",6
"9240","2012","500324","10","crucifer",1,"1",6
"9241","2012","500327","1","crucifer",0,"0",6
"9242","2012","500327","2","crucifer",0,"0",6
"9243","2012","500327","3","crucifer",0,"0",6
"9244","2012","500327","4","crucifer",0,"0",6
"9245","2012","500327","5","crucifer",0,"0",6
"9246","2012","500327","6","crucifer",0,"0",6
"9247","2012","500327","7","crucifer",0,"0",6
"9248","2012","500327","8","crucifer",0,"0",6
"9249","2012","500327","9","crucifer",0,"0",6
"9250","2012","500327","10","crucifer",0,"0",6
"9251","2012","500330","1","crucifer",1,"1",6
"9252","2012","500330","2","crucifer",2,"1",6
"9253","2012","500330","3","crucifer",0,"0",6
"9254","2012","500330","4","crucifer",1,"1",6
"9255","2012","500330","5","crucifer",0,"0",6
"9256","2012","500330","6","crucifer",1,"1",6
"9257","2012","500330","7","crucifer",2,"1",6
"9258","2012","500330","8","crucifer",2,"1",6
"9259","2012","500330","9","crucifer",2,"1",6
"9260","2012","500330","10","crucifer",2,"1",6
"9261","2012","500332","1","crucifer",0,"0",6
"9262","2012","500332","2","crucifer",0,"0",6
"9263","2012","500332","3","crucifer",0,"0",6
"9264","2012","500332","4","crucifer",0,"0",6
"9265","2012","500332","5","crucifer",0,"0",6
"9266","2012","500332","6","crucifer",0,"0",6
"9267","2012","500332","7","crucifer",0,"0",6
"9268","2012","500332","8","crucifer",0,"0",6
"9269","2012","500332","9","crucifer",0,"0",6
"9270","2012","500332","10","crucifer",0,"0",6
"9271","2012","500335","1","crucifer",1,"1",6
"9272","2012","500335","2","crucifer",1,"1",6
"9273","2012","500335","3","crucifer",0,"0",6
"9274","2012","500335","4","crucifer",0,"0",6
"9275","2012","500335","5","crucifer",1,"1",6
"9276","2012","500335","6","crucifer",1,"1",6
"9277","2012","500335","7","crucifer",0,"0",6
"9278","2012","500335","8","crucifer",0,"0",6
"9279","2012","500335","9","crucifer",0,"0",6
"9280","2012","500335","10","crucifer",0,"0",6
"9281","2012","500340","1","crucifer",0,"0",6
"9282","2012","500340","2","crucifer",0,"0",6
"9283","2012","500340","3","crucifer",0,"0",6
"9284","2012","500340","4","crucifer",0,"0",6
"9285","2012","500340","5","crucifer",0,"0",6
"9286","2012","500340","6","crucifer",0,"0",6
"9287","2012","500340","7","crucifer",0,"0",6
"9288","2012","500340","8","crucifer",0,"0",6
"9289","2012","500340","9","crucifer",0,"0",6
"9290","2012","500340","10","crucifer",0,"0",6
"9291","2012","500373","1","crucifer",1,"1",6
"9292","2012","500373","2","crucifer",2,"1",6
"9293","2012","500373","3","crucifer",2,"1",6
"9294","2012","500373","4","crucifer",1,"1",6
"9295","2012","500373","5","crucifer",2,"1",6
"9296","2012","500373","6","crucifer",2,"1",6
"9297","2012","500373","7","crucifer",2,"1",6
"9298","2012","500373","8","crucifer",2,"1",6
"9299","2012","500373","9","crucifer",2,"1",6
"9300","2012","500373","10","crucifer",2,"1",6
"9301","2012","500380","1","crucifer",2,"1",6
"9302","2012","500380","2","crucifer",2,"1",6
"9303","2012","500380","3","crucifer",2,"1",6
"9304","2012","500380","4","crucifer",2,"1",6
"9305","2012","500380","5","crucifer",0,"0",6
"9306","2012","500380","6","crucifer",2,"1",6
"9307","2012","500380","7","crucifer",0,"0",6
"9308","2012","500380","8","crucifer",2,"1",6
"9309","2012","500380","9","crucifer",2,"1",6
"9310","2012","500380","10","crucifer",0,"0",6
"9311","2012","500395","1","crucifer",0,"0",6
"9312","2012","500395","2","crucifer",0,"0",6
"9313","2012","500395","3","crucifer",0,"0",6
"9314","2012","500395","4","crucifer",0,"0",6
"9315","2012","500395","5","crucifer",0,"0",6
"9316","2012","500395","6","crucifer",0,"0",6
"9317","2012","500395","7","crucifer",0,"0",6
"9318","2012","500395","8","crucifer",0,"0",6
"9319","2012","500395","9","crucifer",0,"0",6
"9320","2012","500395","10","crucifer",0,"0",6
"9321","2012","500407","1","crucifer",1,"1",6
"9322","2012","500407","2","crucifer",1,"1",6
"9323","2012","500407","3","crucifer",1,"1",6
"9324","2012","500407","4","crucifer",1,"1",6
"9325","2012","500407","5","crucifer",1,"1",6
"9326","2012","500407","6","crucifer",1,"1",6
"9327","2012","500407","7","crucifer",1,"1",6
"9328","2012","500407","8","crucifer",1,"1",6
"9329","2012","500407","9","crucifer",1,"1",6
"9330","2012","500407","10","crucifer",1,"1",6
"9331","2012","500408","1","crucifer",2,"1",6
"9332","2012","500408","2","crucifer",2,"1",6
"9333","2012","500408","3","crucifer",2,"1",6
"9334","2012","500408","4","crucifer",2,"1",6
"9335","2012","500408","5","crucifer",2,"1",6
"9336","2012","500408","6","crucifer",2,"1",6
"9337","2012","500408","7","crucifer",2,"1",6
"9338","2012","500408","8","crucifer",2,"1",6
"9339","2012","500408","9","crucifer",2,"1",6
"9340","2012","500408","10","crucifer",2,"1",6
"9341","2012","500415","1","crucifer",2,"1",6
"9342","2012","500415","2","crucifer",2,"1",6
"9343","2012","500415","3","crucifer",1,"1",6
"9344","2012","500415","4","crucifer",0,"0",6
"9345","2012","500415","5","crucifer",1,"1",6
"9346","2012","500415","6","crucifer",2,"1",6
"9347","2012","500415","7","crucifer",2,"1",6
"9348","2012","500415","8","crucifer",2,"1",6
"9349","2012","500415","9","crucifer",1,"1",6
"9350","2012","500415","10","crucifer",2,"1",6
"9351","2012","500416","1","crucifer",1,"1",6
"9352","2012","500416","2","crucifer",1,"1",6
"9353","2012","500416","3","crucifer",1,"1",6
"9354","2012","500416","4","crucifer",1,"1",6
"9355","2012","500416","5","crucifer",1,"1",6
"9356","2012","500416","6","crucifer",2,"1",6
"9357","2012","500416","7","crucifer",1,"1",6
"9358","2012","500416","8","crucifer",1,"1",6
"9359","2012","500416","9","crucifer",1,"1",6
"9360","2012","500416","10","crucifer",1,"1",6
"9361","2012","500417","1","crucifer",2,"1",6
"9362","2012","500417","2","crucifer",2,"1",6
"9363","2012","500417","3","crucifer",1,"1",6
"9364","2012","500417","4","crucifer",2,"1",6
"9365","2012","500417","5","crucifer",3,"1",6
"9366","2012","500417","6","crucifer",1,"1",6
"9367","2012","500417","7","crucifer",2,"1",6
"9368","2012","500417","8","crucifer",2,"1",6
"9369","2012","500417","9","crucifer",2,"1",6
"9370","2012","500417","10","crucifer",2,"1",6
"9371","2012","500419","1","crucifer",1,"1",6
"9372","2012","500419","2","crucifer",1,"1",6
"9373","2012","500419","3","crucifer",0,"0",6
"9374","2012","500419","4","crucifer",0,"0",6
"9375","2012","500419","5","crucifer",1,"1",6
"9376","2012","500419","6","crucifer",0,"0",6
"9377","2012","500419","7","crucifer",0,"0",6
"9378","2012","500419","8","crucifer",0,"0",6
"9379","2012","500419","9","crucifer",1,"1",6
"9380","2012","500419","10","crucifer",0,"0",6
"9381","2012","500420","1","crucifer",0,"0",6
"9382","2012","500420","2","crucifer",0,"0",6
"9383","2012","500420","3","crucifer",0,"0",6
"9384","2012","500420","4","crucifer",0,"0",6
"9385","2012","500420","5","crucifer",0,"0",6
"9386","2012","500420","6","crucifer",0,"0",6
"9387","2012","500420","7","crucifer",0,"0",6
"9388","2012","500420","8","crucifer",0,"0",6
"9389","2012","500420","9","crucifer",0,"0",6
"9390","2012","500420","10","crucifer",0,"0",6
"9391","2012","500421","1","crucifer",0,"0",6
"9392","2012","500421","2","crucifer",1,"1",6
"9393","2012","500421","3","crucifer",1,"1",6
"9394","2012","500421","4","crucifer",1,"1",6
"9395","2012","500421","5","crucifer",0,"0",6
"9396","2012","500421","6","crucifer",1,"1",6
"9397","2012","500421","7","crucifer",1,"1",6
"9398","2012","500421","8","crucifer",2,"1",6
"9399","2012","500421","9","crucifer",2,"1",6
"9400","2012","500421","10","crucifer",0,"0",6
"9401","2012","500422","1","crucifer",0,"0",6
"9402","2012","500422","2","crucifer",0,"0",6
"9403","2012","500422","3","crucifer",0,"0",6
"9404","2012","500422","4","crucifer",0,"0",6
"9405","2012","500422","5","crucifer",0,"0",6
"9406","2012","500422","6","crucifer",0,"0",6
"9407","2012","500422","7","crucifer",0,"0",6
"9408","2012","500422","8","crucifer",0,"0",6
"9409","2012","500422","9","crucifer",1,"1",6
"9410","2012","500422","10","crucifer",1,"1",6
"9411","2012","500426","1","crucifer",0,"0",6
"9412","2012","500426","2","crucifer",0,"0",6
"9413","2012","500426","3","crucifer",0,"0",6
"9414","2012","500426","4","crucifer",0,"0",6
"9415","2012","500426","5","crucifer",0,"0",6
"9416","2012","500426","6","crucifer",0,"0",6
"9417","2012","500426","7","crucifer",0,"0",6
"9418","2012","500426","8","crucifer",0,"0",6
"9419","2012","500426","9","crucifer",0,"0",6
"9420","2012","500426","10","crucifer",0,"0",6
"9421","2012","500427","1","crucifer",1,"1",6
"9422","2012","500427","2","crucifer",2,"1",6
"9423","2012","500427","3","crucifer",1,"1",6
"9424","2012","500427","4","crucifer",1,"1",6
"9425","2012","500427","5","crucifer",1,"1",6
"9426","2012","500427","6","crucifer",1,"1",6
"9427","2012","500427","7","crucifer",1,"1",6
"9428","2012","500427","8","crucifer",1,"1",6
"9429","2012","500427","9","crucifer",1,"1",6
"9430","2012","500427","10","crucifer",1,"1",6
"9431","2012","500428","1","crucifer",0,"0",6
"9432","2012","500428","2","crucifer",0,"0",6
"9433","2012","500428","3","crucifer",0,"0",6
"9434","2012","500428","4","crucifer",0,"0",6
"9435","2012","500428","5","crucifer",0,"0",6
"9436","2012","500428","6","crucifer",0,"0",6
"9437","2012","500428","7","crucifer",1,"1",6
"9438","2012","500428","8","crucifer",0,"0",6
"9439","2012","500428","9","crucifer",0,"0",6
"9440","2012","500428","10","crucifer",0,"0",6
"9441","2012","500429","1","crucifer",0,"0",6
"9442","2012","500429","2","crucifer",0,"0",6
"9443","2012","500429","3","crucifer",0,"0",6
"9444","2012","500429","4","crucifer",0,"0",6
"9445","2012","500429","5","crucifer",0,"0",6
"9446","2012","500429","6","crucifer",0,"0",6
"9447","2012","500429","7","crucifer",0,"0",6
"9448","2012","500429","8","crucifer",0,"0",6
"9449","2012","500429","9","crucifer",0,"0",6
"9450","2012","500429","10","crucifer",0,"0",6
"9451","2012","500430","1","crucifer",2,"1",6
"9452","2012","500430","2","crucifer",2,"1",6
"9453","2012","500430","3","crucifer",2,"1",6
"9454","2012","500430","4","crucifer",2,"1",6
"9455","2012","500430","5","crucifer",2,"1",6
"9456","2012","500430","6","crucifer",1,"1",6
"9457","2012","500430","7","crucifer",2,"1",6
"9458","2012","500430","8","crucifer",2,"1",6
"9459","2012","500430","9","crucifer",1,"1",6
"9460","2012","500430","10","crucifer",2,"1",6
"9461","2012","500434","1","crucifer",0,"0",6
"9462","2012","500434","2","crucifer",0,"0",6
"9463","2012","500434","3","crucifer",0,"0",6
"9464","2012","500434","4","crucifer",0,"0",6
"9465","2012","500434","5","crucifer",0,"0",6
"9466","2012","500434","6","crucifer",0,"0",6
"9467","2012","500434","7","crucifer",0,"0",6
"9468","2012","500434","8","crucifer",0,"0",6
"9469","2012","500434","9","crucifer",0,"0",6
"9470","2012","500434","10","crucifer",0,"0",6
"9471","2012","500435","1","crucifer",0,"0",6
"9472","2012","500435","2","crucifer",0,"0",6
"9473","2012","500435","3","crucifer",0,"0",6
"9474","2012","500435","4","crucifer",0,"0",6
"9475","2012","500435","5","crucifer",0,"0",6
"9476","2012","500435","6","crucifer",0,"0",6
"9477","2012","500435","7","crucifer",0,"0",6
"9478","2012","500435","8","crucifer",0,"0",6
"9479","2012","500435","9","crucifer",0,"0",6
"9480","2012","500435","10","crucifer",0,"0",6
"9481","2012","500442","1","crucifer",0,"0",6
"9482","2012","500442","2","crucifer",1,"1",6
"9483","2012","500442","3","crucifer",2,"1",6
"9484","2012","500442","4","crucifer",0,"0",6
"9485","2012","500442","5","crucifer",1,"1",6
"9486","2012","500442","6","crucifer",1,"1",6
"9487","2012","500442","7","crucifer",0,"0",6
"9488","2012","500442","8","crucifer",1,"1",6
"9489","2012","500442","9","crucifer",0,"0",6
"9490","2012","500442","10","crucifer",1,"1",6
"9491","2012","500473","1","crucifer",2,"1",6
"9492","2012","500473","2","crucifer",2,"1",6
"9493","2012","500473","3","crucifer",2,"1",6
"9494","2012","500473","4","crucifer",2,"1",6
"9495","2012","500473","5","crucifer",1,"1",6
"9496","2012","500473","6","crucifer",2,"1",6
"9497","2012","500473","7","crucifer",1,"1",6
"9498","2012","500473","8","crucifer",2,"1",6
"9499","2012","500473","9","crucifer",2,"1",6
"9500","2012","500473","10","crucifer",2,"1",6
"9501","2012","500493","1","crucifer",0,"0",6
"9502","2012","500493","2","crucifer",0,"0",6
"9503","2012","500493","3","crucifer",1,"1",6
"9504","2012","500493","4","crucifer",1,"1",6
"9505","2012","500493","5","crucifer",0,"0",6
"9506","2012","500493","6","crucifer",0,"0",6
"9507","2012","500493","7","crucifer",0,"0",6
"9508","2012","500493","8","crucifer",1,"1",6
"9509","2012","500493","9","crucifer",0,"0",6
"9510","2012","500493","10","crucifer",1,"1",6
"9511","2012","500506","1","crucifer",0,"0",6
"9512","2012","500506","2","crucifer",0,"0",6
"9513","2012","500506","3","crucifer",1,"1",6
"9514","2012","500506","4","crucifer",0,"0",6
"9515","2012","500506","5","crucifer",0,"0",6
"9516","2012","500506","6","crucifer",1,"1",6
"9517","2012","500506","7","crucifer",0,"0",6
"9518","2012","500506","8","crucifer",0,"0",6
"9519","2012","500506","9","crucifer",0,"0",6
"9520","2012","500506","10","crucifer",1,"1",6
"9521","2012","500508","1","crucifer",4,"1",6
"9522","2012","500508","2","crucifer",4,"1",6
"9523","2012","500508","3","crucifer",4,"1",6
"9524","2012","500508","4","crucifer",4,"1",6
"9525","2012","500508","5","crucifer",4,"1",6
"9526","2012","500508","6","crucifer",4,"1",6
"9527","2012","500508","7","crucifer",4,"1",6
"9528","2012","500508","8","crucifer",3,"1",6
"9529","2012","500508","9","crucifer",4,"1",6
"9530","2012","500508","10","crucifer",4,"1",6
"9531","2012","500513","1","crucifer",0,"0",6
"9532","2012","500513","2","crucifer",0,"0",6
"9533","2012","500513","3","crucifer",0,"0",6
"9534","2012","500513","4","crucifer",0,"0",6
"9535","2012","500513","5","crucifer",0,"0",6
"9536","2012","500513","6","crucifer",0,"0",6
"9537","2012","500513","7","crucifer",0,"0",6
"9538","2012","500513","8","crucifer",0,"0",6
"9539","2012","500513","9","crucifer",0,"0",6
"9540","2012","500513","10","crucifer",0,"0",6
"9541","2012","500515","1","crucifer",1,"1",6
"9542","2012","500515","2","crucifer",1,"1",6
"9543","2012","500515","3","crucifer",1,"1",6
"9544","2012","500515","4","crucifer",1,"1",6
"9545","2012","500515","5","crucifer",1,"1",6
"9546","2012","500515","6","crucifer",1,"1",6
"9547","2012","500515","7","crucifer",1,"1",6
"9548","2012","500515","8","crucifer",1,"1",6
"9549","2012","500515","9","crucifer",1,"1",6
"9550","2012","500515","10","crucifer",1,"1",6
"9551","2012","500517","1","crucifer",2,"1",6
"9552","2012","500517","2","crucifer",2,"1",6
"9553","2012","500517","3","crucifer",2,"1",6
"9554","2012","500517","4","crucifer",2,"1",6
"9555","2012","500517","5","crucifer",2,"1",6
"9556","2012","500517","6","crucifer",2,"1",6
"9557","2012","500517","7","crucifer",2,"1",6
"9558","2012","500517","8","crucifer",1,"1",6
"9559","2012","500517","9","crucifer",2,"1",6
"9560","2012","500517","10","crucifer",2,"1",6
"9561","2012","500518","1","crucifer",1,"1",6
"9562","2012","500518","2","crucifer",1,"1",6
"9563","2012","500518","3","crucifer",1,"1",6
"9564","2012","500518","4","crucifer",1,"1",6
"9565","2012","500518","5","crucifer",1,"1",6
"9566","2012","500518","6","crucifer",1,"1",6
"9567","2012","500518","7","crucifer",1,"1",6
"9568","2012","500518","8","crucifer",1,"1",6
"9569","2012","500518","9","crucifer",1,"1",6
"9570","2012","500518","10","crucifer",1,"1",6
"9571","2012","500519","1","crucifer",1,"1",6
"9572","2012","500519","2","crucifer",2,"1",6
"9573","2012","500519","3","crucifer",1,"1",6
"9574","2012","500519","4","crucifer",2,"1",6
"9575","2012","500519","5","crucifer",1,"1",6
"9576","2012","500519","6","crucifer",2,"1",6
"9577","2012","500519","7","crucifer",1,"1",6
"9578","2012","500519","8","crucifer",1,"1",6
"9579","2012","500519","9","crucifer",1,"1",6
"9580","2012","500519","10","crucifer",2,"1",6
"9581","2012","500524","1","crucifer",1,"1",6
"9582","2012","500524","2","crucifer",1,"1",6
"9583","2012","500524","3","crucifer",1,"1",6
"9584","2012","500524","4","crucifer",1,"1",6
"9585","2012","500524","5","crucifer",1,"1",6
"9586","2012","500524","6","crucifer",1,"1",6
"9587","2012","500524","7","crucifer",1,"1",6
"9588","2012","500524","8","crucifer",1,"1",6
"9589","2012","500524","9","crucifer",1,"1",6
"9590","2012","500524","10","crucifer",1,"1",6
"9591","2012","500527","1","crucifer",0,"0",6
"9592","2012","500527","2","crucifer",1,"1",6
"9593","2012","500527","3","crucifer",0,"0",6
"9594","2012","500527","4","crucifer",0,"0",6
"9595","2012","500527","5","crucifer",0,"0",6
"9596","2012","500527","6","crucifer",0,"0",6
"9597","2012","500527","7","crucifer",0,"0",6
"9598","2012","500527","8","crucifer",0,"0",6
"9599","2012","500527","9","crucifer",0,"0",6
"9600","2012","500527","10","crucifer",1,"1",6
"9601","2012","500528","1","crucifer",0,"0",6
"9602","2012","500528","2","crucifer",0,"0",6
"9603","2012","500528","3","crucifer",0,"0",6
"9604","2012","500528","4","crucifer",0,"0",6
"9605","2012","500528","5","crucifer",0,"0",6
"9606","2012","500528","6","crucifer",0,"0",6
"9607","2012","500528","7","crucifer",0,"0",6
"9608","2012","500528","8","crucifer",0,"0",6
"9609","2012","500528","9","crucifer",0,"0",6
"9610","2012","500528","10","crucifer",0,"0",6
"9611","2012","500529","1","crucifer",0,"0",6
"9612","2012","500529","2","crucifer",0,"0",6
"9613","2012","500529","3","crucifer",0,"0",6
"9614","2012","500529","4","crucifer",0,"0",6
"9615","2012","500529","5","crucifer",0,"0",6
"9616","2012","500529","6","crucifer",0,"0",6
